         17603240 function calls (16383156 primitive calls) in 1827.803 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.018    0.018 1827.803 1827.803 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.001    0.001 1825.776 1825.776 /Users/fkauker/Documents/code/link/link/solve/main.py:133(run_nfmp)
        1    0.009    0.009 1806.070 1806.070 /Users/fkauker/Documents/code/link/link/solve/nfmp.py:12(solve)
        1    0.001    0.001 1800.484 1800.484 /Users/fkauker/Documents/code/link/link/solve/nfmp.py:80(run_mdl)
        1    0.000    0.000 1800.432 1800.432 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3336(solve)
        1    0.000    0.000 1800.432 1800.432 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3468(_solve_local)
        1    0.002    0.002 1800.429 1800.429 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:1388(solve)
        1    0.000    0.000 1800.153 1800.153 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/__init__.py:1081(solve)
        1    0.000    0.000 1800.153 1800.153 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:626(mipopt)
        1 1800.151 1800.151 1800.152 1800.152 {built-in method cplex._internal.py36_cplex1280.CPXXmipopt}
        1    0.306    0.306   18.774   18.774 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.298    0.007   17.031    0.378 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   15.930   15.930 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   15.930    0.362 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   15.871    0.369 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    24461    0.107    0.000   15.343    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
   201299    0.220    0.000   15.339    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    36404    0.073    0.000   14.722    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    36404   14.588    0.000   14.588    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.168    0.168    5.537    5.537 /Users/fkauker/Documents/code/link/link/solve/nfmp.py:32(formulation)
    34439    0.023    0.000    2.843    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3001(add_constraint)
    34439    0.062    0.000    2.820    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2528(_add_constraint_internal)
    34439    0.040    0.000    2.535    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2540(_post_constraint)
    34439    0.045    0.000    2.325    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2419(_create_engine_constraint)
    34439    0.104    0.000    2.275    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:663(create_linear_constraint)
    34439    0.060    0.000    1.802    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:655(_make_cplex_linear_ct)
    34439    0.231    0.000    1.703    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:97(fast_add_linear)
        1    0.188    0.188    1.458    1.458 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
   489218    0.120    0.000    1.115    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
1309824/489218    0.463    0.000    0.995    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
        1    0.000    0.000    0.912    0.912 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
    34439    0.431    0.000    0.884    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:1052(addrows)
662794/489210    0.272    0.000    0.878    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
296554/70844    0.358    0.000    0.782    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
        1    0.000    0.000    0.775    0.775 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    34438    0.141    0.000    0.577    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:1336(subtract)
    22631    0.014    0.000    0.556    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2311(sum)
    22631    0.019    0.000    0.542    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/aggregator.py:113(sum)
    70844    0.150    0.000    0.525    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
    22631    0.105    0.000    0.512    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/aggregator.py:132(_sum_with_iter)
