         24816659 function calls (24678439 primitive calls) in 148.171 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.432    0.432 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.432    0.216 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.427    0.427 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
   109693    0.378    0.000    0.416    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:433(__unregister_map)
   948210    0.408    0.000    0.408    0.000 {method 'insert' of 'list' objects}
    73120    0.153    0.000    0.383    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:914(__new__)
    18280    0.028    0.000    0.380    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:662(<lambda>)
     2753    0.013    0.000    0.367    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    23295    0.028    0.000    0.363    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
109694/109693    0.105    0.000    0.363    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:231(_python_type)
    18280    0.026    0.000    0.359    0.000 {method 'max' of 'numpy.ndarray' objects}
    18280    0.177    0.000    0.351    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:615(__get_set_f_array)
   109693    0.299    0.000    0.341    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:428(__register_map)
    18280    0.012    0.000    0.334    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/_methods.py:26(_amax)
    91400    0.051    0.000    0.327    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numeric.py:469(asarray)
    18280    0.322    0.000    0.322    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    18609    0.203    0.000    0.320    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
     4108    0.009    0.000    0.281    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    91401    0.276    0.000    0.276    0.000 {built-in method numpy.array}
      500    0.001    0.000    0.276    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2311(sum)
      500    0.001    0.000    0.275    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/aggregator.py:113(sum)
      500    0.050    0.000    0.274    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/aggregator.py:132(_sum_with_iter)
   437060    0.161    0.000    0.271    0.000 {built-in method builtins.isinstance}
     4108    0.265    0.000    0.265    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.018    0.018    0.259    0.259 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
    73130    0.252    0.000    0.252    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3183(value_types)
   146256    0.207    0.000    0.207    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:552(value_type)
   109689    0.192    0.000    0.192    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1376(__init__)
   967850    0.192    0.000    0.192    0.000 {method 'add' of 'set' objects}
    69051    0.127    0.000    0.171    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
     2752    0.062    0.000    0.161    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2049(add_edge)
    18321    0.047    0.000    0.151    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numerictypes.py:365(issubdtype)
        2    0.000    0.000    0.148    0.074 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:1805(integer_var_dict)
        2    0.000    0.000    0.148    0.074 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:1552(_var_dict)
        2    0.002    0.001    0.148    0.074 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:384(new_var_dict)
        2    0.000    0.000    0.143    0.071 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:346(new_var_list)
   127966    0.136    0.000    0.136    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:811(reserve)
   164527    0.124    0.000    0.124    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2868(num_vertices)
    18609    0.019    0.000    0.122    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
   347338    0.120    0.000    0.120    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:541(get_graph)
    18282    0.063    0.000    0.110    0.000 /anaconda3/envs/link/lib/python3.6/abc.py:180(__instancecheck__)
        1    0.000    0.000    0.109    0.109 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
        1    0.013    0.013    0.105    0.105 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
    18280    0.081    0.000    0.105    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:568(add_edge)
    36642    0.058    0.000    0.099    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numerictypes.py:293(issubclass_)
      498    0.001    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3001(add_constraint)
    18609    0.033    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
      498    0.002    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2528(_add_constraint_internal)
   505420    0.093    0.000    0.093    0.000 {method 'append' of 'list' objects}
      498    0.001    0.000    0.088    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2540(_post_constraint)
   541004    0.088    0.000    0.088    0.000 {built-in method builtins.id}
33534/8218    0.041    0.000    0.087    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
    11307    0.010    0.000    0.084    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
      498    0.002    0.000    0.082    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2419(_create_engine_constraint)
    18281    0.017    0.000    0.082    0.000 /Users/fkauker/Documents/code/link/link/solve/spamp.py:64(<genexpr>)
    46476    0.008    0.000    0.082    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
      498    0.003    0.000    0.081    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:663(create_linear_constraint)
    73120    0.078    0.000    0.078    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.077    0.039 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:236(_expand_names)
        2    0.006    0.003    0.077    0.039 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:244(<listcomp>)
    11307    0.015    0.000    0.074    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
124418/46476    0.034    0.000    0.074    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
    41663    0.072    0.000    0.072    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1383(__getitem__)
    18609    0.038    0.000    0.072    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
    18320    0.012    0.000    0.071    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:87(<lambda>)
        1    0.000    0.000    0.071    0.071 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    37218    0.061    0.000    0.067    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
    54920    0.048    0.000    0.066    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/xcounter.py:244(update_dict_from_item_value)
62950/46468    0.020    0.000    0.064    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.006    0.006    0.060    0.060 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:1517(_make_solution)
    36563    0.059    0.000    0.059    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1323(__init__)
    18320    0.015    0.000    0.059    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:59(str_flatten_tuple)
     8218    0.015    0.000    0.059    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
    73125    0.057    0.000    0.057    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2577(set_directed)
    70423    0.035    0.000    0.057    0.000 {method 'update' of 'dict' objects}
    18360    0.006    0.000    0.055    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:307(__rmul__)
    18609    0.038    0.000    0.055    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/predicates.py:23(__call__)
      498    0.002    0.000    0.052    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:655(_make_cplex_linear_ct)
    18360    0.015    0.000    0.050    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:294(times)
     9012    0.018    0.000    0.049    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:823(add_edge)
      498    0.007    0.000    0.049    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:97(fast_add_linear)
     2753    0.007    0.000    0.049    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
    36563    0.047    0.000    0.047    0.000 /anaconda3/envs/link/lib/python3.6/_weakrefset.py:70(__contains__)
    18281    0.016    0.000    0.046    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1499(__getattr__)
    54964    0.046    0.000    0.046    0.000 {built-in method builtins.issubclass}
    69051    0.044    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:167(__init__)
        1    0.000    0.000    0.043    0.043 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_subinterfaces.py:7565(get_values)
        1    0.000    0.000    0.043    0.043 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:121(apply_freeform_two_args)
     5102    0.039    0.000    0.043    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:459(__setitem__)
   292511    0.040    0.000    0.040    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2922(__get_base)
    11307    0.040    0.000    0.040    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
    18737    0.019    0.000    0.039    0.000 /Users/fkauker/Documents/code/link/link/solve/spamp.py:49(<genexpr>)
    37861    0.037    0.000    0.037    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
    18280    0.023    0.000    0.037    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:925(_check_prop_scalar)
    18281    0.019    0.000    0.036    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:919(_check_prop_writable)
        2    0.020    0.010    0.036    0.018 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:371(<listcomp>)
   129998    0.033    0.000    0.036    0.000 {method 'get' of 'dict' objects}
    73120    0.035    0.000    0.035    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:908(_set_pmap)
        1    0.004    0.004    0.034    0.034 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
    18280    0.015    0.000    0.033    0.000 {method 'join' of 'str' objects}
    36561    0.033    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2264(_get_edge_index_range)
     1813    0.003    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
    11621    0.007    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
   126463    0.032    0.000    0.032    0.000 {built-in method builtins.len}
     8256    0.011    0.000    0.032    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
        1    0.004    0.004    0.030    0.030 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
    18360    0.016    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:607(__init__)
        1    0.000    0.000    0.030    0.030 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
     1813    0.004    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
        1    0.000    0.000    0.029    0.029 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.029    0.029 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.029    0.029    0.029    0.029 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
    69041    0.029    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:177(__getitem__)
        2    0.005    0.002    0.027    0.014 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
     8256    0.021    0.000    0.027    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
     1357    0.001    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
     2753    0.004    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
        2    0.000    0.000    0.024    0.012 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:508(create_variables)
        2    0.000    0.000    0.024    0.012 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:523(_create_cpx_variables)
        2    0.000    0.000    0.024    0.012 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:906(fast_add_cols)
        2    0.000    0.000    0.024    0.012 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:904(newcols)
    18280    0.024    0.000    0.024    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3399(_vt_init)
        1    0.000    0.000    0.023    0.023 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_subinterfaces.py:7598(getx)
        1    0.000    0.000    0.023    0.023 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:1803(getx)
      498    0.007    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:1052(addrows)
        1    0.000    0.000    0.023    0.023 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_list_array_utils.py:70(array_to_list)
        1    0.009    0.009    0.023    0.023 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_list_array_utils.py:76(<listcomp>)
      498    0.001    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:600(linear_ct_to_cplex)
   109686    0.023    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3169(__get_base)
        2    0.003    0.002    0.022    0.011 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:912(<listcomp>)
   147058    0.022    0.000    0.022    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:99(__hash__)
     1356    0.022    0.000    0.022    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1948(add_vertex)
        1    0.000    0.000    0.021    0.021 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/solution.py:439(get_value_dict)
        1    0.008    0.008    0.021    0.021 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/solution.py:456(<dictcomp>)
      498    0.019    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:608(make_cpx_linear_from_exprs)
     1813    0.019    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
        1    0.005    0.005    0.021    0.021 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
    18820    0.012    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:32(cpx_decode)
    36601    0.016    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:666(<genexpr>)
    18737    0.016    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:743(<genexpr>)
    18320    0.008    0.000    0.019    0.000 /Users/fkauker/Documents/code/link/link/solve/spamp.py:56(<genexpr>)
    54840    0.018    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:61(<genexpr>)
     1357    0.001    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
     8256    0.013    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:389(edge_ok)
    13120    0.012    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:257(_geom)
    18281    0.017    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:795(is_writable)
     5504    0.004    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:372(new_node_ok)
    93045    0.015    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:253(_geom)
    18320    0.011    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:39(__init__)
     5504    0.013    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:331(add_edge)
    18320    0.007    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_pycplex.py:3183(__getitem__)
    73130    0.014    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:140(_to_str)
    54843    0.014    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2230(_get_vertex_index)
    18280    0.004    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/solution.py:405(_get_var_value)
     2008    0.002    0.000    0.013    0.000 {built-in method builtins.next}
     8259    0.010    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
      458    0.001    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/operand.py:49(__eq__)
    10968    0.010    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:102(__getitem__)
      498    0.001    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/quadfact.py:129(new_xconstraint)
     4108    0.004    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:296(__getitem__)
     5504    0.003    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:294(<genexpr>)
    18360    0.007    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/tck.py:279(static_validate_num)
    18609    0.009    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/topology.py:16(_validate)
    18280    0.011    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2708(get_vertex_filter)
    36562    0.011    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2624(set_filters)
      498    0.003    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:510(_new_binary_constraint)
    18320    0.007    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:52(is_tuple_w_standard_str)
     1004    0.001    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/contextlib.py:79(__enter__)
        1    0.000    0.000    0.010    0.010 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_subinterfaces.py:133(_conv)
        1    0.000    0.000    0.010    0.010 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:296(convert)
    46476    0.010    0.000    0.010    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.006    0.006    0.010    0.010 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:285(_convert_sequence)
     8218    0.008    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:252(_keep_alive)
        1    0.010    0.010    0.010    0.010 /Users/fkauker/Documents/code/link/link/solve/spamp.py:41(<dictcomp>)
    37268    0.009    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/utils.py:171(is_number)
     2752    0.007    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:370(__getitem__)
        1    0.008    0.008    0.009    0.009 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:107(make_ranges)
    11008    0.007    0.000    0.009    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:81(__getitem__)
    57325    0.008    0.000    0.008    0.000 {built-in method _ctypes.byref}
