         87227063 function calls (86942636 primitive calls) in 479.719 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    38026    9.006    0.000   15.354    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
  6522854    7.956    0.000    7.956    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
 10193040    5.040    0.000    7.148    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
    76052    0.718    0.000    4.451    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
  8544601    3.360    0.000    3.360    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
  6065241    2.986    0.000    2.986    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
    76053    0.894    0.000    2.940    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
   228163    0.761    0.000    2.930    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
  2059772    2.767    0.000    2.767    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3256(_v_ne)
    76056    0.812    0.000    2.752    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
   266181    0.684    0.000    2.308    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
 10877511    2.242    0.000    2.242    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:548(key_type)
        1    0.259    0.259    2.132    2.132 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
  4043494    1.570    0.000    1.570    0.000 {method 'insert' of 'list' objects}
   152100    0.108    0.000    1.554    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:560(get_array)
   152100    0.665    0.000    1.446    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:582(_get_data)
   266181    0.744    0.000    1.316    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:393(_get_any)
    38026    0.035    0.000    1.209    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2293(new_property)
   228163    0.431    0.000    1.112    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:270(_converter)
        1    0.041    0.041    1.044    1.044 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
   304221    0.492    0.000    0.993    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:208(_type_alias)
        1    0.009    0.009    0.961    0.961 /Users/fkauker/Documents/code/link/link/solve/spamp.py:38(formulation)
    76793    0.388    0.000    0.881    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
    38025    0.055    0.000    0.731    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:662(<lambda>)
  4083580    0.727    0.000    0.727    0.000 {method 'add' of 'set' objects}
   228163    0.143    0.000    0.719    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:438(__del__)
        3    0.043    0.014    0.709    0.236 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
    38025    0.051    0.000    0.700    0.000 {method 'max' of 'numpy.ndarray' objects}
   228163    0.622    0.000    0.700    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:428(__register_map)
    76793    0.080    0.000    0.689    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
   152100    0.290    0.000    0.685    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:914(__new__)
228164/228163    0.195    0.000    0.681    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:231(_python_type)
    38025    0.352    0.000    0.676    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:615(__get_set_f_array)
    38025    0.024    0.000    0.649    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/_methods.py:26(_amax)
    38025    0.625    0.000    0.625    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   190125    0.096    0.000    0.590    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numeric.py:469(asarray)
   228163    0.503    0.000    0.575    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:433(__unregister_map)
        1    0.000    0.000    0.541    0.541 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.541    0.270 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.534    0.534 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
   950617    0.311    0.000    0.528    0.000 {built-in method builtins.isinstance}
   190126    0.494    0.000    0.494    0.000 {built-in method numpy.array}
    35308    0.029    0.000    0.480    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     1017    0.001    0.000    0.479    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2311(sum)
     1017    0.001    0.000    0.478    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/aggregator.py:113(sum)
     1017    0.080    0.000    0.476    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/aggregator.py:132(_sum_with_iter)
     4171    0.012    0.000    0.475    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
   152110    0.474    0.000    0.474    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3183(value_types)
    76793    0.137    0.000    0.400    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
     6227    0.008    0.000    0.398    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
   304216    0.389    0.000    0.389    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:552(value_type)
        1    0.027    0.027    0.384    0.384 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
     6227    0.384    0.000    0.384    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
   228159    0.371    0.000    0.371    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1376(__init__)
   173580    0.272    0.000    0.367    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
  2082143    0.343    0.000    0.343    0.000 {method 'append' of 'list' objects}
    76793    0.162    0.000    0.307    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
    38065    0.093    0.000    0.291    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numerictypes.py:365(issubdtype)
    40934    0.034    0.000    0.284    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
   153586    0.260    0.000    0.284    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
        2    0.000    0.000    0.275    0.138 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:1805(integer_var_dict)
        2    0.000    0.000    0.275    0.138 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:1552(_var_dict)
        2    0.007    0.003    0.275    0.137 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:384(new_var_dict)
   266181    0.267    0.000    0.267    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:811(reserve)
        1    0.009    0.009    0.265    0.265 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
        2    0.000    0.000    0.261    0.130 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:346(new_var_list)
    40934    0.049    0.000    0.250    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
        1    0.030    0.030    0.231    0.231 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
   342232    0.231    0.000    0.231    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2868(num_vertices)
     4170    0.090    0.000    0.231    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2049(add_edge)
    76793    0.158    0.000    0.228    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/predicates.py:23(__call__)
   722493    0.223    0.000    0.223    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:541(get_graph)
    38027    0.125    0.000    0.217    0.000 /anaconda3/envs/link/lib/python3.6/abc.py:180(__instancecheck__)
    76793    0.208    0.000    0.209    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:41(__init__)
    37739    0.065    0.000    0.208    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:823(add_edge)
    38025    0.156    0.000    0.202    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:568(add_edge)
    76130    0.111    0.000    0.188    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numerictypes.py:293(issubclass_)
    38026    0.038    0.000    0.181    0.000 /Users/fkauker/Documents/code/link/link/solve/spamp.py:64(<genexpr>)
   101222    0.018    0.000    0.180    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
   141368    0.079    0.000    0.177    0.000 {method 'update' of 'dict' objects}
270996/101222    0.077    0.000    0.162    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
  1095356    0.162    0.000    0.162    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.147    0.147 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
   152100    0.146    0.000    0.146    0.000 {method 'view' of 'numpy.ndarray' objects}
137122/101214    0.044    0.000    0.142    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
    12510    0.027    0.000    0.140    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
    40934    0.134    0.000    0.134    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
    84306    0.133    0.000    0.133    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1383(__getitem__)
        1    0.013    0.013    0.129    0.129 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:1517(_make_solution)
   131762    0.128    0.000    0.128    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
        2    0.000    0.000    0.122    0.061 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:236(_expand_names)
        2    0.010    0.005    0.122    0.061 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:244(<listcomp>)
52972/12456    0.056    0.000    0.121    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
    38103    0.013    0.000    0.121    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:307(__rmul__)
    43830    0.026    0.000    0.120    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
    76053    0.118    0.000    0.118    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1323(__init__)
     1015    0.001    0.000    0.114    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3001(add_constraint)
     1015    0.002    0.000    0.114    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2528(_add_constraint_internal)
    38064    0.019    0.000    0.112    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:87(<lambda>)
     8340    0.103    0.000    0.111    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:302(new_edge_key)
        1    0.000    0.000    0.109    0.109 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    38103    0.032    0.000    0.108    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:294(times)
     1015    0.001    0.000    0.105    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2540(_post_constraint)
   152105    0.104    0.000    0.104    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2577(set_directed)
   114153    0.075    0.000    0.103    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/xcounter.py:244(update_dict_from_item_value)
     1015    0.002    0.000    0.099    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2419(_create_engine_constraint)
     1015    0.004    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:663(create_linear_constraint)
   173580    0.095    0.000    0.095    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:167(__init__)
    38064    0.024    0.000    0.094    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:59(str_flatten_tuple)
    76053    0.092    0.000    0.092    0.000 /anaconda3/envs/link/lib/python3.6/_weakrefset.py:70(__contains__)
        1    0.000    0.000    0.090    0.090 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_subinterfaces.py:7565(get_values)
        1    0.000    0.000    0.090    0.090 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:121(apply_freeform_two_args)
   114196    0.087    0.000    0.087    0.000 {built-in method builtins.issubclass}
    38026    0.031    0.000    0.086    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1499(__getattr__)
    12456    0.023    0.000    0.083    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
   608431    0.076    0.000    0.076    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2922(__get_base)
        2    0.041    0.021    0.071    0.036 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:371(<listcomp>)
    38026    0.037    0.000    0.070    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:919(_check_prop_writable)
   247111    0.064    0.000    0.070    0.000 {method 'get' of 'dict' objects}
   173570    0.068    0.000    0.068    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:177(__getitem__)
     8255    0.063    0.000    0.068    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:459(__setitem__)
    38025    0.044    0.000    0.068    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:925(_check_prop_scalar)
     4171    0.010    0.000    0.067    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
    38103    0.035    0.000    0.066    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:607(__init__)
   152100    0.064    0.000    0.064    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:908(_set_pmap)
   383965    0.064    0.000    0.064    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:253(_geom)
    76051    0.062    0.000    0.062    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2264(_get_edge_index_range)
     1015    0.002    0.000    0.061    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:655(_make_cplex_linear_ct)
     1015    0.008    0.000    0.058    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:97(fast_add_linear)
   255945    0.055    0.000    0.055    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.054    0.054 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/solution.py:439(get_value_dict)
        1    0.021    0.021    0.054    0.054 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/solution.py:456(<dictcomp>)
    43966    0.038    0.000    0.054    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:257(_geom)
    38025    0.024    0.000    0.053    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.053    0.027 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:508(create_variables)
        2    0.000    0.000    0.053    0.027 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:523(_create_cpx_variables)
        2    0.000    0.000    0.053    0.027 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:906(fast_add_cols)
        2    0.000    0.000    0.053    0.027 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:904(newcols)
        2    0.007    0.004    0.049    0.025 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:912(<listcomp>)
    39000    0.024    0.000    0.047    0.000 /Users/fkauker/Documents/code/link/link/solve/spamp.py:49(<genexpr>)
    76793    0.035    0.000    0.047    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/topology.py:16(_validate)
    38025    0.046    0.000    0.046    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3399(_vt_init)
        1    0.000    0.000    0.046    0.046 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_subinterfaces.py:7598(getx)
        1    0.000    0.000    0.046    0.046 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:1803(getx)
        1    0.000    0.000    0.046    0.046 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_list_array_utils.py:70(array_to_list)
        1    0.017    0.017    0.046    0.046 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_list_array_utils.py:76(<listcomp>)
        2    0.009    0.004    0.045    0.023 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
    39081    0.024    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:32(cpx_decode)
   228156    0.044    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3169(__get_base)
    76090    0.034    0.000    0.043    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:666(<genexpr>)
        1    0.010    0.010    0.040    0.040 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
   305527    0.039    0.000    0.039    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:99(__hash__)
     4171    0.006    0.000    0.038    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
    38064    0.018    0.000    0.038    0.000 /Users/fkauker/Documents/code/link/link/solve/spamp.py:56(<genexpr>)
    12510    0.013    0.000    0.038    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
     3032    0.004    0.000    0.038    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
     2057    0.035    0.000    0.035    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1948(add_vertex)
        1    0.004    0.004    0.035    0.035 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
   233643    0.035    0.000    0.035    0.000 {built-in method _ctypes.byref}
     3032    0.005    0.000    0.034    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
    38025    0.011    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/solution.py:405(_get_var_value)
    38026    0.033    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:795(is_writable)
     1015    0.007    0.000    0.031    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:1052(addrows)
    38064    0.021    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/linear.py:39(__init__)
     2058    0.001    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
   114075    0.029    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:61(<genexpr>)
     1015    0.001    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:600(linear_ct_to_cplex)
    38064    0.015    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_pycplex.py:3183(__getitem__)
     2058    0.001    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
     1015    0.025    0.000    0.027    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:608(make_cpx_linear_from_exprs)
   152110    0.026    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:140(_to_str)
   114078    0.025    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2230(_get_vertex_index)
    38103    0.016    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/tck.py:279(static_validate_num)
        1    0.000    0.000    0.025    0.025 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_subinterfaces.py:133(_conv)
        1    0.000    0.000    0.025    0.025 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:296(convert)
        1    0.014    0.014    0.025    0.025 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:285(_convert_sequence)
     3032    0.021    0.000    0.024    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
    39000    0.018    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:743(<genexpr>)
   101222    0.021    0.000    0.021    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    76052    0.021    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2624(set_filters)
    77270    0.019    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/utils.py:171(is_number)
    38025    0.020    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2708(get_vertex_filter)
        1    0.020    0.020    0.020    0.020 /Users/fkauker/Documents/code/link/link/solve/spamp.py:41(<dictcomp>)
    12513    0.015    0.000    0.019    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
        1    0.015    0.015    0.019    0.019 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_aux_functions.py:107(make_ranges)
    76793    0.018    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/impl.py:56(__getitem__)
        1    0.012    0.012    0.017    0.017 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:1523(<listcomp>)
     8340    0.014    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:331(add_edge)
    38064    0.012    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/mfactory.py:52(is_tuple_w_standard_str)
        1    0.000    0.000    0.016    0.016 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
    12510    0.011    0.000    0.016    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:389(edge_ok)
        1    0.000    0.000    0.015    0.015 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.015    0.015 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.015    0.015    0.015    0.015 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
        2    0.000    0.000    0.014    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3204(set_objective)
        1    0.000    0.000    0.014    0.014 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3111(minimize)
        2    0.000    0.000    0.014    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3246(set_objective_expr)
        2    0.000    0.000    0.014    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:1133(set_objective_expr)
        2    0.012    0.006    0.014    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:975(_register_block_vars)
        2    0.011    0.006    0.014    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:943(_fast_set_linear_objective2)
    38064    0.014    0.000    0.014    0.000 {built-in method cplex._internal.py36_cplex1280.doubleArray___getitem__}
    42196    0.014    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2177(<lambda>)
