         25838256 function calls (23732652 primitive calls) in 1839.969 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.016    0.016 1839.969 1839.969 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.001    0.001 1836.921 1836.921 /Users/fkauker/Documents/code/link/link/solve/main.py:133(run_nfmp)
        1    0.012    0.012 1807.698 1807.698 /Users/fkauker/Documents/code/link/link/solve/nfmp.py:12(solve)
        1    0.000    0.000 1800.995 1800.995 /Users/fkauker/Documents/code/link/link/solve/nfmp.py:80(run_mdl)
        1    0.000    0.000 1800.946 1800.946 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3336(solve)
        1    0.000    0.000 1800.946 1800.946 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3468(_solve_local)
        1    0.002    0.002 1800.943 1800.943 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:1388(solve)
        1    0.000    0.000 1800.612 1800.612 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/__init__.py:1081(solve)
        1    0.000    0.000 1800.612 1800.612 /anaconda3/envs/link/lib/python3.6/site-packages/cplex/_internal/_procedural.py:626(mipopt)
        1 1800.610 1800.610 1800.611 1800.611 {built-in method cplex._internal.py36_cplex1280.CPXXmipopt}
        1    0.306    0.306   27.535   27.535 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.345    0.008   25.684    0.571 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   24.248   24.248 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   24.248    0.551 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   24.193    0.563 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
   271595    0.261    0.000   23.667    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    33101    0.124    0.000   23.662    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    49364    0.086    0.000   22.931    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    49364   22.778    0.000   22.778    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.197    0.197    6.633    6.633 /Users/fkauker/Documents/code/link/link/solve/nfmp.py:32(formulation)
    46220    0.028    0.000    3.470    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:3001(add_constraint)
    46220    0.071    0.000    3.442    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2528(_add_constraint_internal)
    46220    0.051    0.000    3.104    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2540(_post_constraint)
    46220    0.055    0.000    2.841    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/model.py:2419(_create_engine_constraint)
    46220    0.127    0.000    2.779    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:663(create_linear_constraint)
        1    0.322    0.322    2.544    2.544 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
    46220    0.072    0.000    2.219    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:655(_make_cplex_linear_ct)
    46220    0.284    0.000    2.101    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/docplex/mp/cplex_engine.py:97(fast_add_linear)
   877558    0.193    0.000    1.967    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
